[2025-01-21 19:50:58,405][INFO] Running PROJECT: CRC-KR, P LEARNING RATE: 0.0001, OPTIMIZER: ADAMW, NUM EPOCHS: 80, BATCH SIZE: 2048, DEVICES: cuda, SMOOTHING: 0.25
[2025-01-21 19:50:58,407][INFO] params["in_chans"]=[200, 16]python run_model0.py --proj CRC-KR --num_epochs 80 --plr 1e-4  --smoothing 0.25
[2025-01-21 19:50:58,407][INFO] params["dims"]=[512, 512]  温度参数为0.6
[2025-01-21 19:50:58,407][INFO] params["out_chans"]=[16, 8]
[2025-01-21 19:50:58,407][INFO] params["heads"]=[8, 4]
[2025-01-21 22:09:59,169][INFO] Epoch[66/80], train AUC: 0.9998(0.9986-1.0000), test AUC: 0.7579(0.6565-0.8494)
[2025-01-21 22:11:55,247][INFO] Epoch[67/80], loss:0.4217, CE loss:0.4217
[2025-01-21 22:11:55,259][INFO] Epoch[67/80], train B-acc: 0.9744(0.9317-1.0000), test B-acc: 0.6711(0.5706-0.7662)
[2025-01-21 22:11:55,259][INFO] Epoch[67/80], train AUC: 0.9998(0.9986-1.0000), test AUC: 0.7572(0.6464-0.8506)
[2025-01-21 22:13:53,606][INFO] Epoch[68/80], loss:0.4210, CE loss:0.4210
[2025-01-21 22:13:53,606][INFO] Epoch[68/80], train B-acc: 0.9868(0.9564-1.0000), test B-acc: 0.6868(0.5860-0.7827)
[2025-01-21 22:13:53,607][INFO] Epoch[68/80], train AUC: 0.9997(0.9983-1.0000), test AUC: 0.7564(0.6534-0.8424)
[2025-01-21 22:15:51,147][INFO] Epoch[69/80], loss:0.4206, CE loss:0.4206
[2025-01-21 22:15:51,147][INFO] Epoch[69/80], train B-acc: 0.9958(0.9888-1.0000), test B-acc: 0.6848(0.5879-0.7844)
[2025-01-21 22:15:51,147][INFO] Epoch[69/80], train AUC: 0.9996(0.9981-1.0000), test AUC: 0.7525(0.6385-0.8534)
[2025-01-21 22:17:46,152][INFO] Epoch[70/80], loss:0.4201, CE loss:0.4201
[2025-01-21 22:17:46,152][INFO] Epoch[70/80], train B-acc: 0.9938(0.9853-1.0000), test B-acc: 0.6781(0.5782-0.7853)
[2025-01-21 22:17:46,154][INFO] Epoch[70/80], train AUC: 0.9997(0.9983-1.0000), test AUC: 0.7520(0.6401-0.8577)
[2025-01-21 22:19:44,281][INFO] Epoch[71/80], loss:0.4198, CE loss:0.4198
[2025-01-21 22:19:44,281][INFO] Epoch[71/80], train B-acc: 0.9958(0.9889-1.0000), test B-acc: 0.6848(0.5845-0.7861)
[2025-01-21 22:19:44,281][INFO] Epoch[71/80], train AUC: 0.9997(0.9982-1.0000), test AUC: 0.7532(0.6404-0.8487)
[2025-01-21 22:21:43,188][INFO] Epoch[72/80], loss:0.4189, CE loss:0.4189
[2025-01-21 22:21:43,188][INFO] Epoch[72/80], train B-acc: 0.9958(0.9894-1.0000), test B-acc: 0.6909(0.5911-0.7902)
[2025-01-21 22:21:43,188][INFO] Epoch[72/80], train AUC: 0.9997(0.9984-1.0000), test AUC: 0.7500(0.6412-0.8491)
[2025-01-21 22:23:41,275][INFO] Epoch[73/80], loss:0.4181, CE loss:0.4181
[2025-01-21 22:23:41,276][INFO] Epoch[73/80], train B-acc: 0.9979(0.9935-1.0000), test B-acc: 0.6759(0.5820-0.7713)
[2025-01-21 22:23:41,276][INFO] Epoch[73/80], train AUC: 0.9997(0.9983-1.0000), test AUC: 0.7548(0.6521-0.8401)
[2025-01-21 22:25:39,202][INFO] Epoch[74/80], loss:0.4175, CE loss:0.4175
[2025-01-21 22:25:39,202][INFO] Epoch[74/80], train B-acc: 0.9958(0.9892-1.0000), test B-acc: 0.6804(0.5750-0.7823)
[2025-01-21 22:25:39,202][INFO] Epoch[74/80], train AUC: 0.9997(0.9983-1.0000), test AUC: 0.7514(0.6520-0.8514)
[2025-01-21 22:27:36,123][INFO] Epoch[75/80], loss:0.4172, CE loss:0.4172
[2025-01-21 22:27:36,123][INFO] Epoch[75/80], train B-acc: 0.9916(0.9829-0.9980), test B-acc: 0.6716(0.5701-0.7704)
[2025-01-21 22:27:36,124][INFO] Epoch[75/80], train AUC: 0.9997(0.9983-1.0000), test AUC: 0.7520(0.6416-0.8465)
[2025-01-21 22:29:36,428][INFO] Epoch[76/80], loss:0.4170, CE loss:0.4170
[2025-01-21 22:29:36,429][INFO] Epoch[76/80], train B-acc: 0.9958(0.9893-1.0000), test B-acc: 0.6852(0.5853-0.7782)
[2025-01-21 22:29:36,429][INFO] Epoch[76/80], train AUC: 0.9997(0.9984-1.0000), test AUC: 0.7525(0.6422-0.8433)
[2025-01-21 22:31:35,489][INFO] Epoch[77/80], loss:0.4164, CE loss:0.4164
[2025-01-21 22:31:35,490][INFO] Epoch[77/80], train B-acc: 0.9979(0.9934-1.0000), test B-acc: 0.6738(0.5787-0.7810)
[2025-01-21 22:31:35,490][INFO] Epoch[77/80], train AUC: 0.9997(0.9983-1.0000), test AUC: 0.7514(0.6447-0.8515)
[2025-01-21 22:33:34,805][INFO] Epoch[78/80], loss:0.4157, CE loss:0.4157
[2025-01-21 22:33:34,805][INFO] Epoch[78/80], train B-acc: 0.9958(0.9894-1.0000), test B-acc: 0.6741(0.5765-0.7713)
[2025-01-21 22:33:34,805][INFO] Epoch[78/80], train AUC: 0.9997(0.9983-1.0000), test AUC: 0.7502(0.6380-0.8429)
[2025-01-21 22:35:34,322][INFO] Epoch[79/80], loss:0.4151, CE loss:0.4151
[2025-01-21 22:35:34,322][INFO] Epoch[79/80], train B-acc: 0.9958(0.9891-1.0000), test B-acc: 0.6633(0.5588-0.7604)
[2025-01-21 22:35:34,322][INFO] Epoch[79/80], train AUC: 0.9997(0.9982-1.0000), test AUC: 0.7481(0.6429-0.8448)
[2025-01-21 22:37:32,823][INFO] Epoch[80/80], loss:0.4145, CE loss:0.4145
[2025-01-21 22:37:32,825][INFO] Epoch[80/80], train B-acc: 0.9937(0.9861-1.0000), test B-acc: 0.6724(0.5782-0.7697)
[2025-01-21 22:37:32,825][INFO] Epoch[80/80], train AUC: 0.9997(0.9984-1.0000), test AUC: 0.7490(0.6402-0.8441)
