[2025-02-08 12:50:11,884][INFO] Running PROJECT: CRC-KR, P LEARNING RATE: 0.0001, OPTIMIZER: ADAMW, NUM EPOCHS: 40, BATCH SIZE: 2048, DEVICES: cuda, SMOOTHING: 0.5
[2025-02-08 12:50:11,884][INFO] params["in_chans"]=[200, 16]
[2025-02-08 12:50:11,884][INFO] params["dims"]=[512, 512]
[2025-02-08 12:50:11,884][INFO] params["out_chans"]=[16, 8]
[2025-02-08 12:50:11,884][INFO] params["heads"]=[8, 4]
[2025-02-08 14:13:28,587][INFO] Epoch[37/40], train B-acc: 0.8452(0.7649-0.9110), test B-acc: 0.6302(0.5448-0.7271)
[2025-02-08 14:13:28,588][INFO] Epoch[37/40], train AUC: 0.9745(0.9536-0.9896), test AUC: 0.8004(0.7001-0.8834)
[2025-02-08 14:15:40,830][INFO] Epoch[38/40], loss:0.5950, CE loss:0.5950
[2025-02-08 14:15:40,830][INFO] Epoch[38/40], train B-acc: 0.8431(0.7685-0.9127), test B-acc: 0.6230(0.5334-0.7100)
[2025-02-08 14:15:40,830][INFO] Epoch[38/40], train AUC: 0.9756(0.9554-0.9900), test AUC: 0.8060(0.7208-0.8831)
[2025-02-08 14:17:53,614][INFO] Epoch[39/40], loss:0.5944, CE loss:0.5944
[2025-02-08 14:17:53,615][INFO] Epoch[39/40], train B-acc: 0.8473(0.7722-0.9148), test B-acc: 0.6267(0.5359-0.7101)
[2025-02-08 14:17:53,615][INFO] Epoch[39/40], train AUC: 0.9768(0.9573-0.9909), test AUC: 0.8052(0.7127-0.8812)
[2025-02-08 14:20:05,757][INFO] Epoch[40/40], loss:0.5942, CE loss:0.5942
[2025-02-08 14:20:05,767][INFO] Epoch[40/40], train B-acc: 0.8474(0.7772-0.9158), test B-acc: 0.5873(0.5055-0.6709)
[2025-02-08 14:20:05,767][INFO] Epoch[40/40], train AUC: 0.9775(0.9601-0.9910), test AUC: 0.8013(0.7073-0.8761)
